Leg,Parent_Task,Assigned_Fleet,Seat_Capacity,Expected_Passengers,Expected_Load(%),P5_Load(%),P95_Load(%),Bottleneck_Freq(%)
AA0685EFOTFB,AA0685,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0099TFBBOD,AA0099,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0084BODTFB,AA0084,F16C0Y165,165,91.6,55.52,48.97,60.85,0.0
AA0679EFOTFB,AA0679,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2068QEYTFB,BA2068,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0837TKDIOM,AA0837,F16C0Y165,165,163.4,99.03,96.12,100.0,80.0
AA0151PNFBOD,super_AA0151,F12C12Y48,48,19.0,39.58,27.08,49.17,0.0
AA0838IOMTKD,AA0838,F16C0Y165,165,164.4,99.64,98.55,100.0,80.0
AA0055CSXBOD,super_AA0055,F12C12Y48,48,43.4,90.42,82.5,98.75,20.0
AA0183BODGBJ,AA0183,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2159FBUTFB,BA2159,F0C0Y76,76,70.4,92.63,78.42,100.0,40.0
BA2584TFBZFH,BA2584,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2500TGPQEY,BA2500,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2429ZMXTFB,BA2429,F0C0Y76,76,74.0,97.37,91.05,100.0,60.0
BA2624QEYTFB,BA2624,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0743BUMTFB,AA0743,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2043TFBQEY,BA2043,F16C0Y165,165,99.4,60.24,46.91,70.06,0.0
BA2216TFBQVX,BA2216,F12C12Y48,48,27.6,57.5,52.5,63.75,0.0
BA2387ZZKTFB,BA2387,F0C0Y76,76,26.6,35.0,27.63,40.79,0.0
AA0385TGPQEY,AA0385,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0026TFBPSE,AA0026,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2231CPJTFB,BA2231,F0C0Y76,76,61.4,80.79,75.0,90.53,0.0
BA2632TNGQEY,BA2632,F0C0Y76,76,56.4,74.21,60.0,85.79,0.0
AA0453MBYTFB,AA0453,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0580QEYTOB,AA0580,F16C0Y165,165,164.4,99.64,98.55,100.0,80.0
AA0518TFBTOB,AA0518,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0070BODKOV,super_AA0070,F0C0Y76,76,70.0,92.11,83.42,100.0,40.0
BA2579ZFHTFB,BA2579,F0C0Y76,76,48.4,63.68,54.47,73.42,0.0
BA2412TNGCPJ,BA2412,F0C0Y76,76,61.0,80.26,70.0,90.26,0.0
AA0647MBTCMJ,AA0647,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0467MBYTFB,AA0467,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0584QEYTOB,AA0584,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0893TKDLPB,AA0893,F16C0Y165,165,150.2,91.03,80.0,99.27,20.0
AA0615MBTTFB,AA0615,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0083TFBBOD,AA0083,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2467TUTMBY,BA2467,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0579TBOQEY,AA0579,F16C0Y165,165,158.8,96.24,86.06,100.0,60.0
BA2430TFBZMX,BA2430,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0022TFBPSE,AA0022,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0188GBJBOD,AA0188,F0C0Y76,76,60.0,78.95,70.26,90.79,0.0
AA0892IOMTBO,AA0892,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0225TGPQEY,super_AA0225,F16C0Y165,165,151.8,92.0,75.27,100.0,40.0
AA3460QEYPOU,AA3460,F0C0Y76,76,75.2,98.95,96.58,100.0,60.0
AA0607MBTTFB,AA0607,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0704ZWSMBY,AA0704,F16C0Y165,165,123.4,74.79,72.12,78.55,0.0
BA2140TFBCPJ,BA2140,F0C0Y76,76,68.4,90.0,81.58,99.21,20.0
AA0569MBYQEY,AA0569,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA3453CVSQEY,AA3453,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2354QEYHFH,BA2354,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2296FVHTFB,BA2296,F16C0Y165,165,154.4,93.58,85.58,99.52,20.0
AA0047BODBER,AA0047,F12C12Y48,48,42.8,89.17,80.0,98.75,20.0
AA0707MBYZWS,AA0707,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2019QEYSEN,BA2019,F0C0Y76,76,66.8,87.89,80.53,95.79,0.0
AA0498TFBTBO,AA0498,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0404QEYTKD,AA0404,F0C0Y76,76,74.0,97.37,93.42,100.0,60.0
AA0211NAUMBY,AA0211,F16C0Y165,165,151.2,91.64,83.52,99.52,20.0
AA0135QEYBOD,AA0135,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2026QEYTFB,BA2026,F0C0Y76,76,70.8,93.16,89.74,98.16,0.0
AA0485TBOTFB,AA0485,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2045TFBQEY,BA2045,F12C12Y48,48,46.8,97.5,92.5,100.0,60.0
BA2382TFBZZK,BA2382,F0C0Y76,76,21.8,28.68,22.89,36.32,0.0
AA0120BODTFB,AA0120,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2136TFBCPJ,BA2136,F16C0Y165,165,129.2,78.3,68.97,84.24,0.0
AA0042CFUBOD,AA0042,F0C0Y76,76,18.0,23.68,17.37,28.16,0.0
BA2207ZLNTFB,BA2207,F12C0Y112,112,104.8,93.57,81.79,99.82,20.0
AA0494TFBTBO,AA0494,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2329QEYNGS,BA2329,F0C0Y76,76,74.0,97.37,92.63,100.0,60.0
BA2385ZZKTFB,BA2385,F0C0Y76,76,53.0,69.74,64.74,73.42,0.0
AA0450TFBMBY,AA0450,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2369HFHTFB,BA2369,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2403TKDMBY,super_BA2403,F0C0Y76,76,73.0,96.05,91.58,100.0,40.0
AA0476TFBMBY,AA0476,F16C0Y165,165,143.8,87.15,80.24,94.79,0.0
AA0067TJUKOV,super_AA0067,F0C0Y76,76,19.2,25.26,21.05,32.37,0.0
BA2404MBYTKD,super_BA2404,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0731JBITFB,super_AA0731,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0664TFBEGX,AA0664,F0C0Y76,76,74.0,97.37,90.26,100.0,60.0
AA0629MBTQEY,AA0629,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0122GBJTFB,AA0122,F0C0Y76,76,52.2,68.68,57.37,76.58,0.0
AA0065LUOXSH,super_AA0065,F0C0Y76,76,9.4,12.37,6.84,17.63,0.0
BA2332TFBHFH,BA2332,F0C0Y76,76,49.6,65.26,53.95,73.16,0.0
AA0251TKEMBY,AA0251,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2389ZZKTFB,BA2389,F16C0Y165,165,33.6,20.36,16.85,25.94,0.0
AA0657QIYQEY,AA0657,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0460TFBMBY,AA0460,F16C0Y165,165,155.4,94.18,82.55,100.0,60.0
BA2110TFBQTD,BA2110,F0C0Y76,76,68.6,90.26,81.32,99.74,20.0
AA0046CFUBOD,AA0046,F0C0Y76,76,45.4,59.74,51.05,68.42,0.0
AA0152PUABOD,super_AA0152,F0C0Y76,76,54.2,71.32,65.79,83.68,0.0
AA0039NTQTFB,AA0039,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0252MBYTKE,AA0252,F16C0Y165,165,98.8,59.88,50.67,69.94,0.0
BA2239CPJTFB,BA2239,F0C0Y76,76,43.8,57.63,46.58,69.74,0.0
BA2098NGSQEY,BA2098,F0C0Y76,76,73.6,96.84,88.16,100.0,60.0
AA0858PHHTFB,AA0858,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2219QVXTFB,BA2219,F0C0Y72,72,66.8,92.78,85.0,100.0,40.0
AA0066BODDEW,super_AA0066,F12C12Y48,48,42.0,87.5,77.92,99.17,20.0
AA0139PSEBOD,AA0139,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2475TUTMBY,super_BA2475,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0344TFBPBL,AA0344,F16C0Y165,165,120.0,72.73,67.39,81.33,0.0
AA0067TFBLUO,super_AA0067,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2094NGSQEY,BA2094,F0C0Y76,76,71.0,93.42,85.53,100.0,40.0
AA0462TFBMBY,AA0462,F0C0Y76,76,74.2,97.63,93.95,100.0,40.0
BA2151TFBQEY,BA2151,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0372TFBTNG,AA0372,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0069TFBLUO,super_AA0069,F12C12Y48,48,46.8,97.5,90.0,100.0,80.0
AA0066DEWZBL,super_AA0066,F12C12Y48,48,0.4,0.83,0.0,3.33,0.0
BA2064TFBFBU,BA2064,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0484TFBTBO,AA0484,F0C0Y76,76,66.6,87.63,75.26,97.89,20.0
AA0618TFBMBT,AA0618,F16C0Y165,165,84.4,51.15,45.58,58.3,0.0
AA3479MHCQEY,AA3479,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2509HFHTFB,BA2509,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2462TFBCAO,BA2462,F0C0Y76,76,53.0,69.74,62.89,79.21,0.0
AA0581TOBQEY,AA0581,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0249HEMMBY,AA0249,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2046QEYTFB,BA2046,F0C0Y76,76,49.0,64.47,59.74,67.11,0.0
BA2448SOPTFB,BA2448,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0064KOVQTH,super_AA0064,F0C0Y76,76,37.0,48.68,29.47,60.0,0.0
AA0457MBYTFB,AA0457,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2056QEYTFB,BA2056,F0C0Y72,72,58.8,81.67,68.33,92.22,0.0
BA2408TFBZWS,BA2408,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0661EGXTFB,AA0661,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0055BODGBJ,super_AA0055,F12C12Y48,48,46.0,95.83,89.58,100.0,60.0
AA0454TFBMBY,AA0454,F16C0Y165,165,153.8,93.21,83.39,100.0,40.0
AA0245MBYTFB,super_AA0245,F16C0Y165,165,156.2,94.67,81.94,100.0,60.0
AA0635QIYTFB,AA0635,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0029PSETFB,AA0029,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0062GBJBOD,super_AA0062,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0312TGPQTQ,super_AA0312,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0563MBYQEY,AA0563,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0835PBLIOM,AA0835,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0568QEYMBY,AA0568,F16C0Y165,165,164.2,99.52,98.06,100.0,80.0
AA3464QEYPOU,AA3464,F0C0Y76,76,62.0,81.58,67.63,89.47,0.0
AA0709MBYZWS,AA0709,F16C0Y165,165,162.8,98.67,94.67,100.0,80.0
BA2034SENQEY,BA2034,F16C0Y165,165,115.2,69.82,64.85,74.91,0.0
BA2116TFBZZD,BA2116,F0C0Y76,76,75.2,98.95,95.79,100.0,80.0
AA0628CMJMBT,AA0628,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0254MBYQWS,AA0254,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2235HFHTFB,BA2235,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0304TFBTGP,AA0304,F16C0Y165,165,145.2,88.0,80.85,97.58,20.0
BA2118TFBZZD,BA2118,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2478TUTQEY,super_BA2478,F0C0Y76,76,41.2,54.21,48.16,60.79,0.0
AA0539POUTFB,AA0539,F16C0Y165,165,151.8,92.0,85.21,98.55,20.0
AA0137QEYBOD,AA0137,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2347NTPTFB,BA2347,F16C0Y165,165,154.2,93.45,83.76,100.0,40.0
AA0082BODTFB,AA0082,F16C0Y165,165,82.4,49.94,44.36,53.09,0.0
AA0007FXSTFB,AA0007,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2222SENTFB,BA2222,F0C0Y76,76,72.6,95.53,88.42,100.0,40.0
AA0226TKDHEM,super_AA0226,F16C0Y165,165,131.2,79.52,66.55,91.52,0.0
BA2339QEYFVH,BA2339,F0C0Y76,76,63.0,82.89,75.0,92.89,0.0
BA2350QEYHFH,BA2350,F0C0Y76,76,70.6,92.89,85.53,99.47,20.0
BA2642QEYTFB,BA2642,F0C0Y72,72,68.6,95.28,86.11,100.0,60.0
AA0879PBLMJI,AA0879,F16C0Y165,165,160.4,97.21,89.94,100.0,60.0
AA0255TKEMBY,AA0255,F16C0Y165,165,163.4,99.03,96.12,100.0,80.0
AA0064XSHLUO,super_AA0064,F0C0Y76,76,3.4,4.47,2.63,6.58,0.0
AA0106BODTFB,AA0106,F16C0Y165,165,45.4,27.52,25.58,30.79,0.0
AA0851TFBIOM,AA0851,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0362TFBTNG,AA0362,F16C0Y165,165,148.0,89.7,84.48,95.64,0.0
AA0495TBOTFB,AA0495,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0875TFBMJI,AA0875,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2473QEYTUT,super_BA2473,F0C0Y76,76,62.8,82.63,71.05,97.37,20.0
BA2545TFBQEY,BA2545,F16C0Y165,165,65.0,39.39,31.88,44.85,0.0
BA2208TFBZLN,BA2208,F0C0Y76,76,64.6,85.0,63.42,99.74,20.0
BA2325QEYSEN,BA2325,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2077TKDMBY,BA2077,F0C0Y76,76,48.0,63.16,55.26,69.21,0.0
AA3299EVUBOD,AA3299,F12C12Y48,48,41.4,86.25,72.08,98.75,20.0
AA0060KOVLUO,super_AA0060,F0C0Y76,76,60.8,80.0,61.58,88.16,0.0
BA2410TFBHFH,BA2410,F12C12Y48,48,47.2,98.33,93.33,100.0,80.0
AA0094BODTFB,AA0094,F16C0Y165,165,83.8,50.79,43.27,55.64,0.0
AA0650QEYQIY,AA0650,F16C0Y165,165,124.4,75.39,69.82,84.0,0.0
AA0862PHHQEY,AA0862,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2409ZWSTFB,BA2409,F0C0Y76,76,61.6,81.05,75.79,89.74,0.0
AA0850PHHPBL,AA0850,F16C0Y165,165,151.8,92.0,81.82,100.0,40.0
AA0011FXSTFB,AA0011,F16C0Y165,165,163.8,99.27,98.18,100.0,60.0
BA2378TFBHFH,BA2378,F0C0Y76,76,59.0,77.63,63.95,91.58,0.0
AA0048BERBOD,AA0048,F12C12Y48,48,37.6,78.33,68.75,95.0,0.0
BA2491CMJTFB,BA2491,F12C12Y48,48,32.2,67.08,61.25,75.42,0.0
AA0053BODTDD,AA0053,F0C0Y76,76,55.0,72.37,64.74,81.05,0.0
BA2170QEYTFB,BA2170,F0C0Y76,76,71.8,94.47,83.42,100.0,60.0
BA2138TFBHFH,BA2138,F0C0Y76,76,65.8,86.58,69.21,100.0,40.0
AA0877QEYIOM,AA0877,F16C0Y165,165,145.4,88.12,75.27,98.91,20.0
AA0243HEMMBY,AA0243,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0854MJITFB,AA0854,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2610PBLQEY,BA2610,F0C0Y76,76,59.8,78.68,64.47,91.32,0.0
BA2115ZZDTFB,BA2115,F12C12Y48,48,42.0,87.5,69.58,100.0,40.0
BA2193HFHTFB,BA2193,F12C12Y48,48,47.6,99.17,96.67,100.0,80.0
BA2267ZWSTFB,BA2267,F12C12Y48,48,43.2,90.0,80.42,99.17,20.0
BA2523QEYTGP,BA2523,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2114TFBZZD,BA2114,F12C12Y48,48,48.0,100.0,100.0,100.0,100.0
BA2220TFBQVX,BA2220,F0C0Y72,72,46.0,63.89,55.0,73.06,0.0
BA2517QEYTGP,BA2517,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0587TOBQEY,AA0587,F16C0Y165,165,155.8,94.42,85.94,100.0,40.0
BA2214TFBQVX,super_BA2214,F16C0Y165,165,44.6,27.03,22.55,32.36,0.0
BA2134TFBFBU,BA2134,F0C0Y76,76,71.8,94.47,82.63,100.0,60.0
BA2105QTDTFB,BA2105,F0C0Y76,76,75.4,99.21,96.84,100.0,80.0
BA2563QEYPBL,BA2563,F0C0Y76,76,65.4,86.05,78.42,97.11,20.0
AA0623MBTQEY,AA0623,F16C0Y165,165,164.4,99.64,98.91,100.0,60.0
BA2411HFHTFB,BA2411,F0C0Y76,76,72.8,95.79,93.68,99.21,20.0
BA2015TFBQEY,BA2015,F16C0Y165,165,96.6,58.55,56.36,61.45,0.0
AA0052GBJBOD,super_AA0052,F12C12Y48,48,34.2,71.25,58.75,83.33,0.0
AA0487TBOTFB,AA0487,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2265ZWSTFB,BA2265,F16C0Y165,165,113.6,68.85,63.27,74.55,0.0
BA2445HFHTFB,BA2445,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2670TFBZMX,BA2670,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2024TFBZWS,BA2024,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0646CMJMBT,AA0646,F16C0Y165,165,123.8,75.03,64.24,90.06,0.0
BA2055TFBQEY,BA2055,F0C0Y72,72,53.6,74.44,57.78,92.5,0.0
BA2203ZLNTFB,BA2203,F0C0Y76,76,74.2,97.63,90.53,100.0,80.0
AA0342TFBPBL,AA0342,F16C0Y165,165,137.8,83.52,72.24,92.85,0.0
BA2542TFBZFH,BA2542,F0C0Y76,76,73.2,96.32,90.0,100.0,60.0
AA0318TFBTGP,AA0318,F16C0Y165,165,157.2,95.27,88.36,100.0,40.0
BA2397NTPTFB,BA2397,F0C0Y76,76,54.6,71.84,63.42,82.11,0.0
AA0055GBJTDD,super_AA0055,F12C12Y48,48,9.6,20.0,14.58,26.67,0.0
BA2011TFBNGS,BA2011,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2399CPJTFB,BA2399,F12C12Y48,48,27.2,56.67,35.83,75.42,0.0
AA0079TFBKOV,AA0079,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0132BODQEY,AA0132,F16C0Y165,165,88.8,53.82,52.12,56.36,0.0
AA0871IOMBOD,AA0871,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0136BODQEY,AA0136,F16C0Y165,165,92.4,56.0,47.03,66.67,0.0
AA0488TFBTBO,AA0488,F16C0Y165,165,141.6,85.82,74.18,96.73,0.0
AA0226TFBTKD,super_AA0226,F16C0Y165,165,144.0,87.27,74.3,98.79,20.0
AA0107TFBBOD,AA0107,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2129TFBQEY,BA2129,F16C0Y165,165,63.4,38.42,31.52,42.79,0.0
AA0820TNGTFB,super_AA0820,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA3297EVUBOD,AA3297,F12C12Y48,48,40.6,84.58,73.33,92.92,0.0
BA2109QTDTFB,BA2109,F0C0Y76,76,50.8,66.84,58.95,72.89,0.0
AA0343PBLTFB,AA0343,F16C0Y165,165,158.0,95.76,86.3,100.0,60.0
BA2435ZWSQEY,BA2435,F0C0Y76,76,69.0,90.79,81.32,99.21,20.0
AA0573TBOQEY,AA0573,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2324TFBHUG,super_BA2324,F12C12Y48,48,43.6,90.83,82.08,99.58,20.0
AA0561MBYQEY,AA0561,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0821TNGPHH,super_AA0821,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2172QEYTFB,BA2172,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0300TFBTGP,AA0300,F16C0Y165,165,108.2,65.58,56.97,76.0,0.0
AA0001EDBTFB,AA0001,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0016TFBNJB,AA0016,F16C0Y165,165,153.6,93.09,81.45,99.64,20.0
BA2204TFBZWS,BA2204,F0C0Y72,72,69.4,96.39,90.83,100.0,40.0
AA0003EDBTFB,AA0003,F16C0Y165,165,156.8,95.03,91.03,99.64,20.0
AA3482TFBTCB,AA3482,F0C0Y76,76,70.2,92.37,80.0,100.0,40.0
AA0087TFBBOD,AA0087,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2404TKDCPJ,super_BA2404,F0C0Y76,76,47.6,62.63,51.32,72.63,0.0
BA2543ZFHTFB,BA2543,F0C0Y76,76,61.6,81.05,71.58,89.21,0.0
AA0124GBJTFB,AA0124,F16C0Y165,165,91.2,55.27,51.03,58.91,0.0
AA0305TGPTFB,AA0305,F16C0Y165,165,163.4,99.03,96.12,100.0,80.0
BA2493CMJTFB,BA2493,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2108TFBQTD,BA2108,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0067KOVBOD,super_AA0067,F0C0Y76,76,72.4,95.26,88.42,100.0,40.0
BA2093QEYNGS,BA2093,F16C0Y165,165,117.8,71.39,66.67,77.58,0.0
BA2487CMJTFB,BA2487,F16C0Y165,165,103.4,62.67,59.03,66.79,0.0
BA2233ZWSTFB,BA2233,F0C0Y76,76,46.6,61.32,52.89,74.47,0.0
AA0317TGPTFB,super_AA0317,F16C0Y165,165,157.8,95.64,89.21,100.0,40.0
AA0018TFBNDP,AA0018,F16C0Y165,165,163.6,99.15,96.61,100.0,80.0
AA0030QEYCPT,AA0030,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0708ZWSMBY,AA0708,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2294SENTFB,BA2294,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0574QEYTBO,AA0574,F0C0Y76,76,60.6,79.74,70.0,91.58,0.0
BA2541QEYTNG,BA2541,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA3463POUQEY,AA3463,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0061KOVZBL,super_AA0061,F12C12Y48,48,28.4,59.17,54.17,64.17,0.0
BA2533QEYGBU,BA2533,F0C0Y76,76,62.8,82.63,69.21,92.89,0.0
BA2489CMJTFB,BA2489,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2328NGSQEY,BA2328,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0471MBYTFB,AA0471,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0081TFBBOD,AA0081,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0533POUTFB,AA0533,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0316TFBTGP,AA0316,F16C0Y165,165,126.2,76.48,66.3,87.03,0.0
AA0134BODQEY,AA0134,F0C0Y76,76,56.0,73.68,71.05,77.11,0.0
BA2155FBUTFB,BA2155,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2280FVHTFB,BA2280,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0606TFBMBT,AA0606,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA3473MHCTFB,AA3473,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0527CVSTFB,AA0527,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0320TFBTKD,AA0320,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
